Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,Crime & Punishment Ensar Oud / Oriscent 2020 Eau de Parfum,Ensar Oud / Oriscent,2020,Eau de Parfum,7.7,9,"Woody, Spicy, Oriental, Resinous, Leathery","Blue cypress, Coriander, Ginger, Peach, Pepper, Templin","Blue lotus, Bourbon rose, Coffee, Jasmine, Mimosa, Orange blossom, Petitgrain, Raspberry, Ylang-ylang","Cambodian oud, Frankincense, Indian oud, Mysore sandalwood, Sri Lankan oud, Sumatra oud",NA,https://www.parfumo.com/Perfumes/ensar-oud/crime-punishment-eau-de-parfum
NA,Crime & Punishment Ensar Oud / Oriscent 2020 Pure Parfum,Ensar Oud / Oriscent,2020,Pure Parfum,8.7,70,"Woody, Floral, Animal, Oriental, Fruity","Blue cypress, Coriander, Ginger, Peach, Pepper, Templin","Blue lotus, Bourbon rose, Coffee, Jasmine, Mimosa, Orange blossom, Petitgrain, Raspberry, Ylang-ylang","Cambodian oud, Frankincense, Indian oud, Mysore sandalwood, Sri Lankan oud, Sumatra oud",NA,https://www.parfumo.com/Perfumes/ensar-oud/crime-punishment-parfum
NA,Crime & Punishment: VD Rose,Ensar Oud / Oriscent,2024,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/crime-punishment-vd-rose
NA,Crimson Rocks,Amouage,2020,NA,7.6,271,"Spicy, Woody, Floral, Oriental, Sweet",Pink pepper CO2,"Jujube honey, Rose Essential™, Rose Ultimate Extract™","Atlas cedar, Oak wood CO2, Vetiver",Domitille Michalon-Bertier,https://www.parfumo.com/Perfumes/Amouage/crimson-rocks
NA,Cristal & Gold Man,Amouage,2023,NA,9.5,2,NA,"Aldehydes, Bergamot, Frankincense, Honey, Neroli, Petitgrain","Damask rose, Heliotrope, Iris, Jasmine, Ylang-ylang","Ambergris, Civet, Gaiac wood, Labdanum, Patchouli, Sandalwood, Vetiver",Alexandra Carlin,https://www.parfumo.com/Perfumes/Amouage/cristal-gold-man
NA,Cristal & Gold Woman,Amouage,2023,NA,NA,NA,"Floral, Spicy, Citrus, Animal, Resinous","Aldehydes, Bergamot, Frankincense, Neroli, Petitgrain","Damask rose, Heliotrope, Iris, Jasmine, Ylang-ylang","Ambergris, Bourbon vanilla, Civet, Labdanum, Sandalwood, Vetiver",Alexandra Carlin,https://www.parfumo.com/Perfumes/Amouage/cristal-gold-woman
NA,Cristalle Chanel 1993 Eau de Parfum,Chanel,1993,Eau de Parfum,8,337,"Green, Fresh, Floral, Chypre, Citrus","Lemon, Lily of the valley, Bergamot, Mandarin orange, Peach","Hyacinth, Brazilian rosewood, Jasmine, Iris","Oakmoss, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Cristalle_Eau_de_Parfum
NA,Cristalle Cristal Chanel 1974 Eau de Toilette,Chanel,1974,Eau de Toilette,8.2,262,"Green, Fresh, Citrus, Floral, Chypre","Lemon, Bergamot","Hyacinth, Rosewood","Oakmoss, Vetiver",Henri Robert,https://www.parfumo.com/Perfumes/Chanel/Cristalle_Cristal_Eau_de_Toilette
NA,Cristalle Eau Verte Chanel 2009 Eau de Toilette Concentrée,Chanel,2009,Eau de Toilette Concentrée,8.1,390,"Citrus, Fresh, Green, Floral, Fruity",NA,NA,NA,Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/cristalle-eau-verte-eau-de-toilette-concentree
NA,Cristalle Eau Verte Chanel 2023 Eau de Parfum,Chanel,2023,Eau de Parfum,7.9,6,"Citrus, Fresh, Green, Floral",NA,NA,NA,Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/cristalle-eau-verte-eau-de-parfum
NA,Crown of Emirates,Nabeel,NA,NA,7.7,10,"Floral, Gourmand, Sweet, Oriental, Fruity","Rose, Moss, Saffron, Leather, Citrus notes, Mandarin orange, Neroli, Vanilla","Pink peony, Lychee, Magnolia, Orange blossom, Oud, Papyrus","Amber, Musk, Sandalwood, Violet",NA,https://www.parfumo.com/Perfumes/Nabeel/crown-of-emirates
NA,Crown of Emirates Rouge روج تاج الإمارات,Nabeel,2024,NA,NA,NA,NA,"Bergamot, Lavender, Pepper","Rose, Saffron","Cypriol, Dry woods, Gaiac wood, Musk, Patchouli, Praliné, Vetiver",NA,https://www.parfumo.com/Perfumes/Nabeel/crown-of-emirates-rouge
NA,Cuir de Russie Chanel 2007 Eau de Toilette,Chanel,2007,Eau de Toilette,8,317,"Leathery, Floral, Animal, Woody, Spicy","Orange blossom, Bergamot, Mandarin orange","Jasmine, Ylang-ylang, Rose",Birch wood,Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Cuir_de_Russie
NA,Cuir de Russie Chanel 2016 Eau de Parfum,Chanel,2016,Eau de Parfum,8.2,155,"Leathery, Woody, Floral, Spicy, Animal","Orange blossom, Bergamot, Mandarin orange","Jasmine, Ylang-ylang, Rose",Birch wood,Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Cuir_de_Russie_Eau_de_Parfum
NA,Cuir de Russie Russia Leather Chanel 1927 Parfum,Chanel,1927,Parfum,9,87,"Leathery, Spicy, Floral, Woody, Animal","Clary sage, Mandarin orange, Bergamot, Lemon, Orange blossom","Iris, Ylang-ylang, Carnation, Cedar, Jasmine, Rose, Vetiver","Leather, Amber, Heliotrope, Vanilla",Ernest Beaux,https://www.parfumo.com/Perfumes/Chanel/cuir-de-russie-parfum-russia-leather
NA,Cuirtis,Areej Le Doré,2024,NA,8.6,100,"Leathery, Spicy, Animal, Woody, Smoky","Russian castoreum, Cumin, Osmanthus, American beaver tail oil, Juniper berry","Vanilla, American castoreum, Birch tar, Rose, Nyctanthes arbor-tristis, Geranium, Iris","Tar, Oakmoss, Russian leather, Violet leaf absolute, Canadian castoreum, Manipur oud",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/cuirtis
NA,Czar Ceylon,Ensar Oud / Oriscent,NA,NA,NA,NA,"Woody, Leathery",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/czar-ceylon
NA,Czar Sultan,Ensar Oud / Oriscent,NA,NA,9,6,"Resinous, Smoky, Sweet, Spicy, Oriental",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Czar_Sultan
NA,Daddy,Aaron Terence Hughes,2020,NA,8.1,110,"Sweet, Spicy, Woody, Fruity, Creamy","Apple, Bergamot","Nutmeg, Tonka bean","Sandalwood, Ambergris, Benzoin, Patchouli, Sensual skin accord, Oud, Vanilla","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/daddy
NA,Dahn Al Oud Amiri,Nabeel,NA,NA,8.3,8,"Smoky, Spicy, Oriental, Woody, Resinous","Bergamot, Frankincense, Thyme","Gaiac wood, Leather, Patchouli","Amber, Labdanum, Vanilla","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Dahn_Al_Oud_Amiri
NA,Dahn Al Oud Hindi,Nabeel,NA,NA,8.9,4,"Animal, Oriental, Woody, Creamy, Leathery","Oud, Oriental notes, Basil, Bergamot, Bitter almond, Black pepper, Cardamom, Damask rose, Frankincense, Fruity notes, Lavender, Lime, Osmanthus, Pear, Pine, Pineapple, Saffron","Balsamic notes, Amberwood, Cedarwood, Earthy notes, Frankincense, Gaiac wood, Geranium, Jasmine, Lily of the valley, Myrrh, Orchid, Red rose, Rose, Vanilla, Violet","Oud, Leathery notes, Amber, Benzoin, Cypriol, False sandalwood, Musk, Oakmoss, Patchouli, Sandalwood, Sweet notes, Tobacco, Vetiver, Woody notes","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Dahn_Al_Oud_Hindi
NA,Danger Essence de Parfum,Roja Parfums,2021,NA,7.5,12,"Floral, Creamy, Spicy, Fresh, Powdery",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/danger-essence-de-parfum
NA,Danger Parfum Cologne,Roja Parfums,2019,NA,7.9,66,"Spicy, Floral, Woody, Fresh, Fougère",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/danger-parfum-cologne
NA,Danger pour Homme Roja Parfums 2012 Eau de Parfum,Roja Parfums,2012,Eau de Parfum,8,283,"Spicy, Woody, Fougère, Floral, Citrus","Lavender, Lemon, Bergamot, Tarragon","Grasse jasmine, Lily of the valley, Violet","Vanilla, Woody notes, Ambergris, Cedarwood, Clove, Leather, Musk, Oakmoss, Patchouli, Tonka bean, Galbanum, Rhubarb, Vetiver, Cumin",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Danger_pour_Homme_Eau_de_Parfum
NA,Danger pour Homme Roja Parfums 2012 Parfum,Roja Parfums,2012,Parfum,8.2,206,"Spicy, Woody, Floral, Citrus, Oriental","Lavender, Lemon, Bergamot, Tarragon","Grasse jasmine, Lily of the valley, Violet","Vanilla, Woody notes, Ambergris, Cedarwood, Clove, Leather, Musk, Oakmoss, Patchouli, Tonka bean, Galbanum, Rhubarb, Vetiver, Cumin",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Danger_pour_Homme_Parfum
NA,Danger Roja Parfums 2012 Eau de Parfum,Roja Parfums,2012,Eau de Parfum,8.3,70,"Floral, Creamy, Fruity, Sweet, Powdery","Bergamot, Lemon, Mandarin orange, Grapefruit","May rose, Gardenia, Grasse jasmine, Peach, Ylang-ylang, Violet","Musk, Tonka bean, Sandalwood, Vanilla, Clove, Iris, Patchouli",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Danger_Eau_de_Parfum
NA,Danger Roja Parfums 2023 Eau de Parfum,Roja Parfums,2023,Eau de Parfum,NA,NA,"Floral, Chypre, Powdery","Grapefruit, Mandarin orange, Bergamot, Lemon","Peach, Gardenia, Grasse jasmine, May rose, Violet, Ylang-ylang","Vanilla, Tonka bean, Clove, Iris, Musk, Patchouli, Sandalwood",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/danger-2023-eau-de-parfum
NA,Danger Roja Parfums Parfum,Roja Parfums,NA,Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/Danger_Parfum
NA,Dastoor,Nabeel,NA,NA,NA,NA,"Synthetic, Spicy, Oriental, Woody, Floral","Oud, Rose","Amber, Oriental notes",Patchouli,NA,https://www.parfumo.com/Perfumes/Nabeel/Dastoor
NA,Delma,Widian / AJ Arabia,2017,NA,8.2,193,"Floral, Sweet, Fruity, Creamy, Oriental","Mandarin orange, Bergamot, Heliotrope, Peach","Jasmine, Geranium, Freesia, Nutmeg","Gaiac wood, Marshmallow, Saffron, Leather, Patchouli, Vanilla",Philippine Courtière,https://www.parfumo.com/Perfumes/Widian/delma
NA,Desert Leather,Nabeel,NA,NA,NA,NA,NA,"Plum, Saffron, Strawberry, Thyme","Freesia, Jasmine, Lily of the valley, Rose","Ambergris, Cedarwood, Leather, Musk, Vanilla",NA,https://www.parfumo.com/Perfumes/Nabeel/desert-leather
NA,Desert Oud,Nabeel,NA,NA,8.6,6,"Smoky, Spicy, Oriental, Leathery, Woody","Apple, Bergamot, Black pepper, Cardamom, Fruity notes, Grapefruit, Lemon, Lime, Mandarin orange, Melon, Pineapple, Pink pepper, Plum, Raspberry, Strawberry, White blossoms","Amber, Clary sage, Cyclamen, Gardenia, Jasmine, Lavender, Marine notes, Orchid, Rose, Saffron, Styrax, Sweet notes","Caramel, Cedarwood, Leather, Musk, Patchouli, Sandalwood, Suede, Tonka bean, Tree moss, Vanilla, Vetiver","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Desert_Oud
NA,Deviant,Aaron Terence Hughes,2020,NA,7.1,31,"Leathery, Smoky, Woody, Spicy, Green",Raspberry leaf,"Cedarwood, Cherry, Vanilla absolute","Saffron, Leather, Smoke, Cannabis, Dirt","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/deviant
NA,Dia 40,Amouage,2023,NA,8.7,53,"Floral, Creamy, Fresh, Powdery, Chypre","Cyclamen aldehyde, Violet leaf, Blackcurrant, Musk","Carnation, Cistus, Tarragon, Ylang-ylang, Bay leaf, Orange blossom, Rose","Iris, Sandalwood, Amyris, Gaiac wood",Alexandra Carlin,https://www.parfumo.com/Perfumes/Amouage/dia-40
NA,Dia Man,Amouage,2002,NA,8.1,622,"Woody, Spicy, Oriental, Floral, Powdery","Cardamom, Frankincense, Labdanum, Bitter orange","Plum blossom, Peony, Ylang-ylang, Iris","Vetiver, Brazilian rosewood, Amber, Leather, Patchouli",Bertrand Duchaufour,https://www.parfumo.com/Perfumes/Amouage/Dia_for_Men
NA,Dia Woman Amouage 2002 Eau de Parfum,Amouage,2002,Eau de Parfum,NA,NA,"Floral, Powdery, Fresh, Spicy, Creamy","Bergamot, Cyclamen, Sage, Tarragon, Violet leaf, Fig","Peach blossom, Iris, Orange blossom absolute, Peony, Rose","White musk, Heliotrope, Frankincense, Sandalwood, Cedar, Gaiac wood, Vanilla",Jean-Claude Ellena,https://www.parfumo.com/Perfumes/Amouage/Dia_for_Women
NA,Dia Woman Amouage 2002 Extrait de Parfum,Amouage,2002,Extrait de Parfum,8.7,110,"Floral, Powdery, Fresh, Creamy, Woody","Bergamot, Cyclamen, Sage, Tarragon, Violet leaf, Fig","Peach blossom, Iris, Orange blossom absolute, Peony, Rose","White musk, Heliotrope, Frankincense, Sandalwood, Cedar, Gaiac wood, Vanilla",Jean-Claude Ellena,https://www.parfumo.com/Perfumes/Amouage/Dia_Woman_Extrait_de_Parfum
NA,Dia Woman Amouage Attar,Amouage,NA,Attar,NA,NA,NA,"Bergamot, Cyclamen, Sage, Tarragon, Violet leaf, Fig","Peach blossom, Iris, Orange blossom absolute, Peony, Rose","White musk, Heliotrope, Frankincense, Sandalwood, Cedar, Gaiac wood, Vanilla",Jean-Claude Ellena,https://www.parfumo.com/Perfumes/Amouage/dia-woman-attar
NA,Dia Woman Amouage Solid Perfume,Amouage,NA,Solid Perfume,NA,NA,NA,"Bergamot, Cyclamen, Sage, Tarragon, Violet leaf, Fig","Peach blossom, Iris, Orange blossom absolute, Peony, Rose","White musk, Heliotrope, Frankincense, Sandalwood, Cedar, Gaiac wood, Vanilla",Jean-Claude Ellena,https://www.parfumo.com/Perfumes/Amouage/Dia_Woman_Solid_Perfume
NA,Diaghilev Roja Parfums 2010 Eau de Parfum,Roja Parfums,2010,Eau de Parfum,8.4,17,"Spicy, Chypre, Floral, Sweet, Animal","Tarragon, Lemon, Orange, Bergamot, Lime","Peach, Blackcurrant bud, Grasse jasmine, Heliotrope, May rose, Tuberose, Ylang-ylang, Violet","Oakmoss, Cumin, Leather, Benzoin, Civet, Clove, Labdanum, Musk, Patchouli, Peru balsam, Vanilla, Ambergris, Ambrette, Cedarwood, Gaiac wood, Iris, Nutmeg, Sandalwood, Styrax, Vetiver",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Diaghilev_Eau_de_Parfum
NA,Diaghilev Roja Parfums Parfum,Roja Parfums,NA,Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/Diaghilev_Parfum
NA,Dirty Jasmine,Aaron Terence Hughes,NA,NA,8,16,"Smoky, Sweet, Oriental, Woody, Animal","Ambergris, Jasmine, Oakmoss",Amber,"Frankincense, Sandalwood, Vetiver","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/dirty-jasmine
NA,Dirty Slut,Aaron Terence Hughes,2020,NA,7.8,58,"Citrus, Green, Floral, Spicy, Leathery","Neroli, Orange, Lemon","Petitgrain, Jasmine sambac","Dirt, Patchouli, Ambergris, Leather, Musk, Amber","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/dirty-slut
NA,Divincarnation,Annette Neuffer,2015,NA,7.8,80,"Spicy, Floral, Resinous, Oriental, Sweet","Green bitter orange, Wild orange, Black pepper, Rosewood, Indian bay leaf","Carnation absolute, Moroccan rose absolute, Persian rose otto, Tuberose, Egyptian jasmine","Bourbon vanilla, Labdanum, Beeswax, Indian sandalwood, Musk, Patchouli, Peru balsam, Vetiver",Annette Neuffer,https://www.parfumo.com/Perfumes/Annette_Neuffer/Divincarnation
NA,Diyafa,Nabeel,NA,NA,NA,NA,NA,"Cypress, Rosemary, Saffron, Tagetes","Copaiba balsam, Nagarmotha, Sandalwood","Oud, Patchouli, White musk",NA,https://www.parfumo.com/Perfumes/Nabeel/Diyafa
NA,Dokusan,Ensar Oud / Oriscent,2023,NA,8.4,7,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/dokusan
NA,Dreaming of Butterflies,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/dreaming-of-butterflies
NA,Drunken Peach,Ensar Oud / Oriscent,2024,NA,8.5,4,"Creamy, Oriental, Sweet, Fruity, Floral",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/drunken-peach
NA,Dubai - Abraj Nabeel 2015 Eau de Parfum,Nabeel,2015,Eau de Parfum,8.3,108,"Fresh, Spicy, Woody, Fruity, Citrus","Bergamot, Cardamom, Lavender, Pink pepper, Saffron, Black pepper, Damask rose, Petitgrain, Pine","Cypress, Cedarwood, Leather, Red rose, Geranium, Thyme, Violet, Jasmine","Woody notes, Sandalwood, Amber, Benzoin, Musk, Oakmoss, Oud, Patchouli, Tree moss, Vanilla, Cypriol","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-abraj-eau-de-parfum
NA,Dubai - Abraj Nabeel Pure Perfume Oil,Nabeel,NA,Pure Perfume Oil,NA,NA,NA,"Bergamot, Cardamom, Lavender, Pink pepper, Saffron, Black pepper, Damask rose, Petitgrain, Pine","Cypress, Cedarwood, Leather, Red rose, Geranium, Thyme, Violet, Jasmine","Woody notes, Sandalwood, Amber, Benzoin, Musk, Oakmoss, Oud, Patchouli, Tree moss, Vanilla, Cypriol","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-abraj-pure-perfume-oil
NA,Dubai - Ajyal,Nabeel,2023,NA,8.3,112,"Fruity, Fresh, Sweet, Citrus, Floral","Candied apple, Marine notes, Pear, Plum, Bergamot, Black pepper, Grapefruit, Green notes, Lemon, Lime, Mint, Petrichor, Rhubarb","Freesia, Heliotrope, Lily of the valley, Rose lokum, Ylang-ylang, Mimosa, Osmanthus, Cherry blossom, Magnolia, Amberwood, Carnation, Everlasting flower, Indian sandalwood, Jasmine, Jasmine sambac, Lavender, Orchid","Cane sugar, Musk, Tonka bean, White musk, Patchouli, Vanilla, Amber, Cedarwood","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-ajyal
NA,Dubai - Bahar Nabeel 2015 Eau de Parfum,Nabeel,2015,Eau de Parfum,7.6,113,"Fresh, Aquatic, Citrus, Fruity, Spicy","Cherry, Clary sage, Marine notes, Pineapple, Strawberry, Lemon, Aquatic notes, Ozonic notes, Raspberry, Apple, Bergamot, Bitter orange, Blackcurrant, Cardamom, Coconut, Ginger, Grapefruit, Green notes, Lime, Mandarin orange, Plum, Spicy notes, Violet leaf absolute","Cyclamen, Lotus, Rose, Sandalwood, Vanilla, Cashmere, Cedarwood, Fir, Iris, Jasmine, Saffron","Oud, Sandalwood, Vanilla, Amber, Immortelle, Musk, Patchouli, Precious woods, Vetiver","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-bahar-eau-de-parfum
NA,Dubai - Bahar Nabeel Pure Perfume Oil,Nabeel,NA,Pure Perfume Oil,NA,NA,NA,"Cherry, Clary sage, Marine notes, Pineapple, Strawberry, Lemon, Aquatic notes, Ozonic notes, Raspberry, Apple, Bergamot, Bitter orange, Blackcurrant, Cardamom, Coconut, Ginger, Grapefruit, Green notes, Lime, Mandarin orange, Plum, Spicy notes, Violet leaf absolute","Cyclamen, Lotus, Rose, Sandalwood, Vanilla, Cashmere, Cedarwood, Fir, Iris, Jasmine, Saffron","Oud, Sandalwood, Vanilla, Amber, Immortelle, Musk, Patchouli, Precious woods, Vetiver","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-bahar-pure-perfume-oil
NA,Dubai - Fakhama,Nabeel,2016,NA,8,68,"Woody, Floral, Oriental, Sweet, Spicy","Damask rose, Bulgarian rose, Turkish rose, Candied fruits, Fruity notes, Coffee, Dried fruits, Oud, Spicy notes, Bergamot, Cardamom, Elemi resin, Orange","Benzoin, Rose, Patchouli, Coriander, Ginger, Saffron, Sandalwood, Cypriol, Vanilla, Vetiver","Caramel, Amber, Civet, Leather, Castoreum, Frankincense, Moss, Oakmoss","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-fakhama
NA,Dubai - Majalis,Nabeel,2016,NA,8.2,89,"Spicy, Oriental, Fruity, Sweet, Smoky","Frankincense, Cardamom, Damask rose, Green notes, Osmanthus, Spicy notes, Taif rose, Apple, Bergamot, Elemi resin, Geranium, Orange, Peach, Rose","Date, Gaiac wood, Saffron, Benzoin, Clove, Coriander, Floral notes, Ginger, Powdery notes, Sandalwood, Vetiver","Myrrh, Honey, Woody notes, Arabian coffee, Leather, Benzoin, Musk, Oud, Patchouli, Sandalwood, Vanilla","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-majalis
NA,Dubai - Meydan Nabeel 2015 Eau de Parfum,Nabeel,2015,Eau de Parfum,8.5,222,"Leathery, Spicy, Woody, Oriental, Smoky","Cardamom, Cypress, Bergamot, Cinnamon, Grapefruit, Lavender, Nutmeg, Pine wood, Saffron, Styrax, Apple, Artemisia, Bitter almond","Cypress, Tobacco, Balsamic notes, Cashmeran, Cedarwood, Frankincense, Gaiac wood, Geranium, Jasmine, Myrrh, Hedione, Lily of the valley","Leather, Tobacco, Vetiver, Amber, Ambergris, Benzoin, Labdanum, Musk, Oud, Sandalwood, Tolu balm, Tonka bean, Patchouli, Vanilla","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-meydan-eau-de-parfum
NA,Dubai - Meydan Nabeel Pure Perfume Oil,Nabeel,NA,Pure Perfume Oil,NA,NA,NA,"Cardamom, Cypress, Bergamot, Cinnamon, Grapefruit, Lavender, Nutmeg, Pine wood, Saffron, Styrax, Apple, Artemisia, Bitter almond","Cypress, Tobacco, Balsamic notes, Cashmeran, Cedarwood, Frankincense, Gaiac wood, Geranium, Jasmine, Myrrh, Hedione, Lily of the valley","Leather, Tobacco, Vetiver, Amber, Ambergris, Benzoin, Labdanum, Musk, Oud, Sandalwood, Tolu balm, Tonka bean, Patchouli, Vanilla","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-meydan-pure-perfume-oil
NA,Dubai - Oud,Nabeel,2015,NA,8.3,117,"Animal, Woody, Spicy, Resinous, Oriental","Black pepper, Cardamom, Cypriol, Holy basil, Pine, Saffron, Bergamot, Bitter almond, Damask rose, Frankincense, Fruity notes, Lavender, Lime, Osmanthus, Pear, Pineapple","Amberwood, Gaiac wood, Jasmine, Balsamic notes, Earthy notes, Frankincense, Geranium, Lily of the valley, Myrrh, Orchid, Red rose, Rose, Violet","Indian oud, Ambergris, Benzoin, Leathery notes, Musk, Tobacco, Woody notes, Cedarwood, Oakmoss, Patchouli, Sandalwood, Sweet notes, Vanilla, Vetiver","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-oud
NA,Dubai - Rimal Nabeel 2015 Eau de Parfum,Nabeel,2015,Eau de Parfum,8.7,312,"Oriental, Spicy, Woody, Sweet, Leathery","Saffron, Nutmeg, White blossoms, Cinnamon, Fruity notes, Vanilla","Patchouli, Sweet notes, Frankincense, Rose, Styrax, Ylang-ylang","Musk, Caramel, Leather, Oud, Amber, Labdanum, Sandalwood, Vetiver","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-rimal-eau-de-parfum
NA,Dubai - Rimal Nabeel Pure Perfume Oil,Nabeel,NA,Pure Perfume Oil,NA,NA,NA,"Saffron, Nutmeg, White blossoms, Cinnamon, Fruity notes, Vanilla","Patchouli, Sweet notes, Frankincense, Rose, Styrax, Ylang-ylang","Musk, Caramel, Leather, Oud, Amber, Labdanum, Sandalwood, Vetiver","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/dubai-rimal-pure-perfume-oil
NA,Dubai - Roeya,Nabeel,2022,NA,8.4,59,"Floral, Fresh, Woody, Green, Spicy","Damask rose, Saffron, Bergamot, Cardamom, Petitgrain, Pine, Black pepper, Lavender","Leather, Cedarwood, Cypress, Jasmine, Red rose, Thyme, Violet, Geranium","Patchouli, Oakmoss, Tree moss, Amber, Benzoin, Musk, Oud, Sandalwood, Vanilla, Woody notes, Cypriol",NA,https://www.parfumo.com/Perfumes/Nabeel/dubai-roeya
NA,Dubai - Turath,Nabeel,NA,NA,8.5,315,"Oriental, Fruity, Sweet, Spicy, Woody","Apple, Dried fruits, Candied fruits, Peach, Strawberry, Blackcurrant, Cardamom, Cumin, Damask rose, Nepalese pepper, Pink pepper, Spicy notes, Bergamot, Cinnamon, Coconut, Coffee, Orange, Pineapple","Lily of the valley, Rose, Saffron, Cedar, Coriander, Iris, Nagarmotha, Oud, Sandalwood, Violet, Amyris, Jasmine","Labdanum, Patchouli, White musk, Amber, Ambergris, Gaiac wood, Leather, Peru balsam, Sandalwood, Smoky notes, Tolu balm, Cistus, Frankincense, Moss, Oakmoss, Vanilla, Vetiver, Civet",NA,https://www.parfumo.com/Perfumes/Nabeel/the-spirit-of-dubai-turath
NA,Duplicating the Moon,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/duplicating-the-moon
